,_api,_json,created_at,id,id_str,text,truncated,entities,metadata,source,source_url,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,author,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,retweeted_status,quoted_status_id,quoted_status_id_str,quoted_status,possibly_sensitive,extended_entities
0,<tweepy.api.API object at 0x7f62ce5543c8>,"{'created_at': 'Wed Feb 19 20:41:41 +0000 2020', 'id': 1230230999981793282, 'id_str': '1230230999981793282', 'text': '@alley167 @realDonaldTrump Megyn Kelly’s first big mistake was trying to take Trump down in the first debate ... I… https://t.co/uvXXyh5KLT', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'alley167', 'name': 'American🇺🇸Alley I am Flynn⭐⭐⭐ Text TRUMP - 88022', 'id': 321035269, 'id_str': '321035269', 'indices': [0, 9]}, {'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [10, 26]}], 'urls': [{'url': 'https://t.co/uvXXyh5KLT', 'expanded_url': 'https://twitter.com/i/web/status/1230230999981793282', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 1228193150407045121, 'in_reply_to_status_id_str': '1228193150407045121', 'in_reply_to_user_id': 321035269, 'in_reply_to_user_id_str': '321035269', 'in_reply_to_screen_name': 'alley167', 'user': {'id': 706993878998515712, 'id_str': '706993878998515712', 'name': 'kathy schultheis', 'screen_name': 'KathySchultheis', 'location': 'Mays Chapel, MD', 'description': 'Christian, Conservative, Healthcare Worker, Love my Family and Friends, Behind Trump 100%. Staying on the Trump Train, 2024 MAGA🇺🇸', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 6436, 'friends_count': 7062, 'listed_count': 4, 'created_at': 'Tue Mar 08 00:04:10 +0000 2016', 'favourites_count': 1810, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 53782, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1071222216715616257/QKwkKz___normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1071222216715616257/QKwkKz___normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/706993878998515712/1544234256', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",2020-02-19 20:41:41,1230230999981793282,1230230999981793282,@alley167 @realDonaldTrump Megyn Kelly’s first big mistake was trying to take Trump down in the first debate ... I… https://t.co/uvXXyh5KLT,True,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'alley167', 'name': 'American🇺🇸Alley I am Flynn⭐⭐⭐ Text TRUMP - 88022', 'id': 321035269, 'id_str': '321035269', 'indices': [0, 9]}, {'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [10, 26]}], 'urls': [{'url': 'https://t.co/uvXXyh5KLT', 'expanded_url': 'https://twitter.com/i/web/status/1230230999981793282', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for iPhone,http://twitter.com/download/iphone,1.228193150407045e+18,1228193150407045121,321035269.0,321035269,alley167,"User(_api=<tweepy.api.API object at 0x7f62ce5543c8>, _json={'id': 706993878998515712, 'id_str': '706993878998515712', 'name': 'kathy schultheis', 'screen_name': 'KathySchultheis', 'location': 'Mays Chapel, MD', 'description': 'Christian, Conservative, Healthcare Worker, Love my Family and Friends, Behind Trump 100%. Staying on the Trump Train, 2024 MAGA🇺🇸', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 6436, 'friends_count': 7062, 'listed_count': 4, 'created_at': 'Tue Mar 08 00:04:10 +0000 2016', 'favourites_count': 1810, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 53782, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1071222216715616257/QKwkKz___normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1071222216715616257/QKwkKz___normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/706993878998515712/1544234256', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=706993878998515712, id_str='706993878998515712', name='kathy schultheis', screen_name='KathySchultheis', location='Mays Chapel, MD', description='Christian, Conservative, Healthcare Worker, Love my Family and Friends, Behind Trump 100%. Staying on the Trump Train, 2024 MAGA🇺🇸', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=6436, friends_count=7062, listed_count=4, created_at=datetime.datetime(2016, 3, 8, 0, 4, 10), favourites_count=1810, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=53782, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1071222216715616257/QKwkKz___normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1071222216715616257/QKwkKz___normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/706993878998515712/1544234256', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')","User(_api=<tweepy.api.API object at 0x7f62ce5543c8>, _json={'id': 706993878998515712, 'id_str': '706993878998515712', 'name': 'kathy schultheis', 'screen_name': 'KathySchultheis', 'location': 'Mays Chapel, MD', 'description': 'Christian, Conservative, Healthcare Worker, Love my Family and Friends, Behind Trump 100%. Staying on the Trump Train, 2024 MAGA🇺🇸', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 6436, 'friends_count': 7062, 'listed_count': 4, 'created_at': 'Tue Mar 08 00:04:10 +0000 2016', 'favourites_count': 1810, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 53782, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1071222216715616257/QKwkKz___normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1071222216715616257/QKwkKz___normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/706993878998515712/1544234256', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=706993878998515712, id_str='706993878998515712', name='kathy schultheis', screen_name='KathySchultheis', location='Mays Chapel, MD', description='Christian, Conservative, Healthcare Worker, Love my Family and Friends, Behind Trump 100%. Staying on the Trump Train, 2024 MAGA🇺🇸', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=6436, friends_count=7062, listed_count=4, created_at=datetime.datetime(2016, 3, 8, 0, 4, 10), favourites_count=1810, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=53782, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1071222216715616257/QKwkKz___normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1071222216715616257/QKwkKz___normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/706993878998515712/1544234256', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",,,,,False,0,0,False,False,en,,,,,,
1,<tweepy.api.API object at 0x7f62ce5543c8>,"{'created_at': 'Wed Feb 19 19:50:47 +0000 2020', 'id': 1230218189751169025, 'id_str': '1230218189751169025', 'text': '@livejkl what’s @ledamalekina is preaching is not #bbi but hate speech and he’s a warlord of tribal ,all they want… https://t.co/3fGUrWCwpq', 'truncated': True, 'entities': {'hashtags': [{'text': 'bbi', 'indices': [50, 54]}], 'symbols': [], 'user_mentions': [{'screen_name': 'livejkl', 'name': 'Jeff Koinange Live - Talk Show', 'id': 841897545223835649, 'id_str': '841897545223835649', 'indices': [0, 8]}, {'screen_name': 'ledamalekina', 'name': 'Sen. Ledama Olekina', 'id': 2466645955, 'id_str': '2466645955', 'indices': [16, 29]}], 'urls': [{'url': 'https://t.co/3fGUrWCwpq', 'expanded_url': 'https://twitter.com/i/web/status/1230218189751169025', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': 841897545223835649, 'in_reply_to_user_id_str': '841897545223835649', 'in_reply_to_screen_name': 'livejkl', 'user': {'id': 2627928154, 'id_str': '2627928154', 'name': 'Eng.David Ng’ethe kimani Njenga', 'screen_name': 'davekimani75', 'location': 'Eldoret,Uasin gishu county,Ke.', 'description': ""Made in Kenya🇰🇪 Entrepreneur,Engineer, C.E.O RigdesTravel,Remember the saying:“What comes easy won't last, what lasts won't come easy!”"", 'url': 'https://t.co/OuggdcsMG0', 'entities': {'url': {'urls': [{'url': 'https://t.co/OuggdcsMG0', 'expanded_url': 'http://www.davidkhausi.com', 'display_url': 'davidkhausi.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 172, 'friends_count': 763, 'listed_count': 0, 'created_at': 'Sat Jun 21 08:03:42 +0000 2014', 'favourites_count': 202, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 182, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1081999975008141312/dP1AJhUa_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1081999975008141312/dP1AJhUa_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2627928154/1541947722', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': {'id': '01c1521c4381a164', 'url': 'https://api.twitter.com/1.1/geo/id/01c1521c4381a164.json', 'place_type': 'city', 'name': 'Eldoret', 'full_name': 'Eldoret, Kenya', 'country_code': 'KE', 'country': 'Kenya', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[35.2315783, 0.4579859], [35.3164294, 0.4579859], [35.3164294, 0.5591494], [35.2315783, 0.5591494]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",2020-02-19 19:50:47,1230218189751169025,1230218189751169025,"@livejkl what’s @ledamalekina is preaching is not #bbi but hate speech and he’s a warlord of tribal ,all they want… https://t.co/3fGUrWCwpq",True,"{'hashtags': [{'text': 'bbi', 'indices': [50, 54]}], 'symbols': [], 'user_mentions': [{'screen_name': 'livejkl', 'name': 'Jeff Koinange Live - Talk Show', 'id': 841897545223835649, 'id_str': '841897545223835649', 'indices': [0, 8]}, {'screen_name': 'ledamalekina', 'name': 'Sen. Ledama Olekina', 'id': 2466645955, 'id_str': '2466645955', 'indices': [16, 29]}], 'urls': [{'url': 'https://t.co/3fGUrWCwpq', 'expanded_url': 'https://twitter.com/i/web/status/1230218189751169025', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for iPhone,http://twitter.com/download/iphone,,,8.418975452238356e+17,841897545223835649,livejkl,"User(_api=<tweepy.api.API object at 0x7f62ce5543c8>, _json={'id': 2627928154, 'id_str': '2627928154', 'name': 'Eng.David Ng’ethe kimani Njenga', 'screen_name': 'davekimani75', 'location': 'Eldoret,Uasin gishu county,Ke.', 'description': ""Made in Kenya🇰🇪 Entrepreneur,Engineer, C.E.O RigdesTravel,Remember the saying:“What comes easy won't last, what lasts won't come easy!”"", 'url': 'https://t.co/OuggdcsMG0', 'entities': {'url': {'urls': [{'url': 'https://t.co/OuggdcsMG0', 'expanded_url': 'http://www.davidkhausi.com', 'display_url': 'davidkhausi.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 172, 'friends_count': 763, 'listed_count': 0, 'created_at': 'Sat Jun 21 08:03:42 +0000 2014', 'favourites_count': 202, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 182, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1081999975008141312/dP1AJhUa_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1081999975008141312/dP1AJhUa_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2627928154/1541947722', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=2627928154, id_str='2627928154', name='Eng.David Ng’ethe kimani Njenga', screen_name='davekimani75', location='Eldoret,Uasin gishu county,Ke.', description=""Made in Kenya🇰🇪 Entrepreneur,Engineer, C.E.O RigdesTravel,Remember the saying:“What comes easy won't last, what lasts won't come easy!”"", url='https://t.co/OuggdcsMG0', entities={'url': {'urls': [{'url': 'https://t.co/OuggdcsMG0', 'expanded_url': 'http://www.davidkhausi.com', 'display_url': 'davidkhausi.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, protected=False, followers_count=172, friends_count=763, listed_count=0, created_at=datetime.datetime(2014, 6, 21, 8, 3, 42), favourites_count=202, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=182, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1081999975008141312/dP1AJhUa_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1081999975008141312/dP1AJhUa_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/2627928154/1541947722', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')","User(_api=<tweepy.api.API object at 0x7f62ce5543c8>, _json={'id': 2627928154, 'id_str': '2627928154', 'name': 'Eng.David Ng’ethe kimani Njenga', 'screen_name': 'davekimani75', 'location': 'Eldoret,Uasin gishu county,Ke.', 'description': ""Made in Kenya🇰🇪 Entrepreneur,Engineer, C.E.O RigdesTravel,Remember the saying:“What comes easy won't last, what lasts won't come easy!”"", 'url': 'https://t.co/OuggdcsMG0', 'entities': {'url': {'urls': [{'url': 'https://t.co/OuggdcsMG0', 'expanded_url': 'http://www.davidkhausi.com', 'display_url': 'davidkhausi.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 172, 'friends_count': 763, 'listed_count': 0, 'created_at': 'Sat Jun 21 08:03:42 +0000 2014', 'favourites_count': 202, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 182, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1081999975008141312/dP1AJhUa_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1081999975008141312/dP1AJhUa_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2627928154/1541947722', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=2627928154, id_str='2627928154', name='Eng.David Ng’ethe kimani Njenga', screen_name='davekimani75', location='Eldoret,Uasin gishu county,Ke.', description=""Made in Kenya🇰🇪 Entrepreneur,Engineer, C.E.O RigdesTravel,Remember the saying:“What comes easy won't last, what lasts won't come easy!”"", url='https://t.co/OuggdcsMG0', entities={'url': {'urls': [{'url': 'https://t.co/OuggdcsMG0', 'expanded_url': 'http://www.davidkhausi.com', 'display_url': 'davidkhausi.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, protected=False, followers_count=172, friends_count=763, listed_count=0, created_at=datetime.datetime(2014, 6, 21, 8, 3, 42), favourites_count=202, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=182, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1081999975008141312/dP1AJhUa_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1081999975008141312/dP1AJhUa_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/2627928154/1541947722', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",,,"Place(_api=<tweepy.api.API object at 0x7f62ce5543c8>, id='01c1521c4381a164', url='https://api.twitter.com/1.1/geo/id/01c1521c4381a164.json', place_type='city', name='Eldoret', full_name='Eldoret, Kenya', country_code='KE', country='Kenya', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f62ce5543c8>, type='Polygon', coordinates=[[[35.2315783, 0.4579859], [35.3164294, 0.4579859], [35.3164294, 0.5591494], [35.2315783, 0.5591494]]]), attributes={})",,False,0,0,False,False,en,,,,,,
